DESTINO,ORIGEN,UNIDAD,FOBDOL,FOBPES
ECU,IPI,33,1189,4753469
ECU,IPI,33,9620,36766210
ECU,IPI,33,11085,42366660
ECU,IPI,33,9930,37952956
ECU,IPI,33,3987,15238513
ECU,IPI,33,13738,53790177
ECU,IPI,33,4254,16258427
ECU,IPI,33,4311,16475176
ECU,IPI,11,11753,44919789
ECU,IPI,11,7920,31607770
ECU,IPI,33,18092,69147764
ECU,IPI,11,1841,7035630
ECU,IPI,11,81862,326592981
ECU,IPI,11,69297,276464205
ECU,IPI,11,9540,36462357
ECU,IPI,11,24952,99791778
ECU,IPI,11,41266,165040478
ECU,IPI,11,1874,7494932
ECU,IPI,33,4547,17959640
ECU,IPI,11,37192,146408328
ECU,IPI,11,488,1923410
ECU,IPI,11,5572,21816776
ECU,IPI,11,155178,611871509
ECU,IPI,11,639757,2522581044
ECU,IPI,11,74082,292107548
ECU,IPI,33,4259,16846550
ECU,IPI,33,9909,39199843
ECU,IPI,33,56348,222703677
ECU,IPI,33,4,17959
ECU,IPI,33,521,2077732
ECU,IPI,33,815,3254283
ECU,IPI,33,1658,6579568
ECU,IPI,33,420,1678125
ECU,IPI,33,178,709379
ECU,IPI,33,441,1759978
ECU,IPI,33,405,1615109
ECU,IPI,33,376,1500571
ECU,IPI,33,1662,6632843
ECU,IPI,33,273,1089949
ECU,IPI,33,243,969385
ECU,IPI,33,11882,46479224
ECU,IPI,33,749,2989169
ECU,IPI,33,161,641734
ECU,IPI,33,438,1749602
ECU,IPI,33,3182,12697943
ECU,IPI,33,112266,444836097
ECU,IPI,33,413,1588983
ECU,IPI,33,2817,11150324
ECU,IPI,33,483,1858427
ECU,IPI,33,143006,566725891
ECU,IPI,33,50473,201827714
ECU,IPI,33,38752,153896246
ECU,IPI,33,840,3396043
ECU,IPI,33,50486,198590717
ECU,IPI,33,2934,11285099
ECU,IPI,33,446,1778336
ECU,IPI,33,19937,76200784
ECU,IPI,33,269,1072629
ECU,IPI,33,469,1886885
ECU,IPI,33,6395,25037295
ECU,IPI,33,104,416249
ECU,IPI,33,591,2356694
ECU,IPI,33,2540,10136835
ECU,IPI,33,21319,81483048
ECU,IPI,33,17144,68405677
ECU,IPI,33,308,1229989
ECU,IPI,33,2240,8939571
ECU,IPI,33,200,798974
ECU,IPI,33,3418,13642823
ECU,IPI,33,21332,81716333
ECU,IPI,33,1,4151
ECU,IPI,33,17578,69552006
ECU,IPI,11,22427,88674110
ECU,IPI,11,252,1007740
ECU,IPI,11,108,431839
ECU,IPI,11,110,439937
ECU,IPI,33,400,1596352
ECU,IPI,11,134,533802
ECU,IPI,33,3,12767
ECU,IPI,82,47156,189717565
ECU,IPI,82,30631,123233578
ECU,IPI,11,270,1079598
ECU,IPI,11,3192,12764679
ECU,IPI,11,280,1119840
ECU,IPI,11,1272,5086778
ECU,IPI,11,24,95964
ECU,IPI,11,2568,10269598
ECU,IPI,11,444,1775405
ECU,IPI,11,926,3703030
ECU,IPI,11,364,1455793
ECU,IPI,11,240,959863
ECU,IPI,19,90,359949
ECU,IPI,11,528,2111699
ECU,IPI,11,11715,46844743
ECU,IPI,11,957,3826604
ECU,IPI,11,1612,6445985
ECU,IPI,11,2440,9756364
ECU,IPI,11,330,1319508
ECU,IPI,11,19,75972
ECU,IPI,11,1297,5186067
ECU,IPI,11,21971,87869804
ECU,IPI,11,605,2419536
ECU,IPI,11,160,639762
ECU,IPI,11,230,919869
ECU,IPI,33,26,103329
ECU,IPI,33,532,2125144
ECU,IPI,11,96,366917
ECU,IPI,11,80,319563
ECU,IPI,11,207773,798847401
ECU,IPI,11,2979,11385887
ECU,IPI,11,2714,10811982
ECU,IPI,33,86,338738
ECU,IPI,33,195,773151
ECU,IPI,33,18,71578
ECU,IPI,33,207,820315
ECU,IPI,33,22,88287
ECU,IPI,33,25,98303
ECU,IPI,11,13,50285
ECU,IPI,11,252,1005702
ECU,IPI,11,252,1005702
ECU,IPI,33,60,239966
ECU,IPI,61,965,3859113
ECU,IPI,33,1744,6944901
ECU,IPI,33,2829,11270243
ECU,IPI,33,2934,11685367
ECU,IPI,33,22356,89190420
ECU,IPI,33,8714,34765976
ECU,IPI,33,9300,37115184
ECU,IPI,33,3648,14555594
ECU,IPI,33,20277,80231223
ECU,IPI,11,14132,56289876
ECU,IPI,11,14486,57697919
ECU,IPI,11,5564,22015254
ECU,IPI,11,11407,44859054
ECU,IPI,33,48898,190983746
ECU,IPI,33,5828,23303316
ECU,IPI,33,1862,7432615
ECU,IPI,33,21546,85989097
ECU,IPI,33,5625,22447902
ECU,IPI,33,10321,41277877
ECU,IPI,33,1891,7562282
ECU,IPI,61,30091,118860822
ECU,IPI,33,1630,6504961
ECU,IPI,33,15198,59584966
ECU,IPI,33,4658,18359544
ECU,IPI,61,3735,14938224
ECU,IPI,61,16402,65604924
ECU,IPI,61,18802,74008361
ECU,IPI,33,2904,11589516
ECU,IPI,33,485,1931828
ECU,IPI,33,102,403036
ECU,IPI,33,14130,55896268
ECU,IPI,33,3390,13410433
ECU,IPI,33,428,1634461
ECU,IPI,33,16203,63377545
ECU,IPI,33,9001,35616696
ECU,IPI,33,46835,185315329
ECU,IPI,33,38020,151624982
ECU,IPI,33,217,857232
ECU,IPI,33,21278,84193759
ECU,IPI,33,718,2842576
ECU,IPI,33,18036,71573448
ECU,IPI,33,133850,527186521
ECU,IPI,33,40901,162914260
ECU,IPI,33,92,363231
ECU,IPI,33,119,469034
ECU,IPI,33,115709,459254534
ECU,IPI,33,939,3713894
ECU,IPI,33,68050,272098606
ECU,IPI,33,13639,54413034
ECU,IPI,33,8021,31735312
ECU,IPI,11,4372,17298836
ECU,IPI,11,9462,37693687
ECU,IPI,11,6550,26089632
ECU,IPI,11,2373,9370359
ECU,IPI,11,686,2710278
ECU,IPI,11,3825,15017680
ECU,IPI,11,90,359866
ECU,IPI,11,36159,140815928
ECU,IPI,33,12274,48643492
ECU,IPI,11,7697,29797776
ECU,IPI,33,5209,20367921
ECU,IPI,82,4140,16656089
ECU,IPI,33,7569,29303392
ECU,IPI,33,1311,5009255
ECU,IPI,11,3339,13325890
ECU,IPI,11,224,897112
ECU,IPI,11,3264,12949006
ECU,IPI,11,1320,5339690
ECU,IPI,11,1820,7200267
ECU,IPI,11,150,597315
ECU,IPI,11,551,2200157
ECU,IPI,11,367,1462374
ECU,IPI,11,591,2352249
ECU,IPI,11,333,1328281
ECU,IPI,11,21605,86101974
ECU,IPI,11,29352,116051952
ECU,IPI,11,52,207810
ECU,IPI,11,367,1465714
ECU,IPI,11,57,227848
ECU,IPI,11,18324,73057655
ECU,IPI,11,72,287719
ECU,IPI,11,492,1966520
ECU,IPI,11,130,519726
ECU,IPI,11,5604,22406850
ECU,IPI,11,6722,26879824
ECU,IPI,11,90,359789
ECU,IPI,11,8501,33813745
ECU,IPI,11,2009,8015525
ECU,IPI,11,763,3045840
ECU,IPI,11,98685,394105160
ECU,IPI,11,15,59951
ECU,IPI,11,65513,261451739
ECU,IPI,11,12134,48425697
ECU,IPI,11,10764,42804959
ECU,IPI,11,6146,24529824
ECU,IPI,11,2094,8358100
ECU,IPI,11,3643,14538656
ECU,IPI,11,928,3694571
ECU,IPI,11,246,984900
ECU,IPI,11,23,91307
ECU,IPI,11,225,895213
ECU,IPI,11,17349,69225939
ECU,IPI,11,561,2237459
ECU,IPI,11,604,2414216
ECU,IPI,11,212,847159
ECU,IPI,19,16163,62789129
ECU,IPI,19,9774,39014069
ECU,IPI,19,19414,76214899
ECU,IPI,19,354,1417472
ECU,IPI,11,10588,41893581
ECU,IPI,19,2024,8008482
ECU,IPI,11,285,1127426
ECU,IPI,33,23684,94336925
ECU,IPI,11,7809,30576063
ECU,IPI,33,21930,86771747
ECU,IPI,11,20704,82627180
ECU,IPI,11,31486,126646825
ECU,IPI,11,19532,77498563
ECU,IPI,33,1575,6297653
ECU,IPI,33,5426,21339806
ECU,IPI,33,403,1612199
ECU,IPI,11,5525,22227431
ECU,IPI,11,39,151761
ECU,IPI,11,19603,78181388
ECU,IPI,11,4922,19678657
ECU,IPI,11,1355,5318633
ECU,IPI,11,1830,7315914
ECU,IPI,33,7040,27224599
ECU,IPI,11,492,1944577
ECU,IPI,11,695,2749157
ECU,IPI,11,26000,103961260
ECU,IPI,11,10890,43812717
ECU,IPI,11,3955,15648986
ECU,IPI,13,755,2885648
ECU,IPI,13,6629,25846129
ECU,IPI,11,645,2526314
ECU,IPI,11,9854,39401238
ECU,IPI,33,1435,5617859
ECU,IPI,33,332,1299923
ECU,IPI,33,1324,5272416
ECU,IPI,33,1506,5997628
ECU,IPI,33,40096,159708382
ECU,IPI,11,39217,156511139
ECU,IPI,11,34696,137283112
ECU,IPI,11,33075,131998037
ECU,IPI,11,22881,91510958
ECU,IPI,33,29800,118132628
ECU,IPI,33,52592,208047641
ECU,IPI,33,314,1242423
ECU,IPI,61,162265,644786639
ECU,IPI,67,5550,21960018
ECU,IPI,74,61912115,239689657617
ECU,IPI,33,904,3564359
ECU,IPI,33,2877,11384786
ECU,IPI,33,2084,8255885
ECU,IPI,33,100,391007
ECU,IPI,33,22320,89267278
ECU,IPI,33,19200,76789056
ECU,IPI,33,287,1145877
ECU,IPI,33,9458,37670641
ECU,IPI,33,332,1305319
ECU,IPI,33,1168,4584514
ECU,IPI,33,116,453819
ECU,IPI,33,251,986153
ECU,IPI,33,325,1293528
ECU,IPI,33,8946,35771883
ECU,IPI,33,1584,6053019
ECU,IPI,33,14957,58454707
ECU,IPI,33,1468,5747643
ECU,IPI,33,6496,25201789
ECU,IPI,33,20338,80627701
ECU,IPI,33,84,333753
ECU,IPI,33,4476,17710893
ECU,IPI,33,204,807733
ECU,IPI,33,83,326670
ECU,IPI,33,289,1132938
ECU,IPI,33,427,1687914
ECU,IPI,33,187,751254
ECU,IPI,33,259,1018384
ECU,IPI,33,7454,28491395
ECU,IPI,33,102120,401221550
ECU,IPI,33,5546,22089036
ECU,IPI,33,27383,109070158
ECU,IPI,33,16331,65050456
ECU,IPI,33,4565,18183996
ECU,IPI,33,9382,36732607
ECU,IPI,33,1414,5538574
ECU,IPI,33,571,2258637
ECU,IPI,33,7095,27778566
ECU,IPI,33,3193,12508120
ECU,IPI,33,39909,158903502
ECU,IPI,33,3597,14233218
ECU,IPI,33,26670,105526789
ECU,IPI,33,27968,110276692
ECU,IPI,33,242,957615
ECU,IPI,33,3449,13646034
ECU,IPI,33,36,143946
ECU,IPI,33,784,3069306
ECU,IPI,33,66,259611
ECU,IPI,11,34489,134238797
ECU,IPI,11,7110,28110874
ECU,IPI,11,4348,17210006
ECU,IPI,11,10352,41392176
ECU,IPI,11,134,543678
ECU,IPI,11,6493,25860126
ECU,IPI,11,2397,9585628
ECU,IPI,11,19488,77942892
ECU,IPI,11,46,181920
ECU,IPI,11,21252,85922849
ECU,IPI,11,54,211678
ECU,IPI,11,450,1780542
ECU,IPI,82,41477,165208077
ECU,IPI,11,810,3135874
ECU,IPI,11,132,527803
ECU,IPI,11,775,3135046
ECU,IPI,82,1601,6439791
ECU,IPI,33,4378,17023010
ECU,IPI,11,1608,6504714
ECU,IPI,33,24736,97106944
ECU,IPI,33,5100,20399541
ECU,IPI,82,24319,95220517
ECU,IPI,82,5185,19935186
ECU,IPI,82,3022,11620631
ECU,IPI,33,11400,45107064
ECU,IPI,82,15089,59227795
ECU,IPI,82,1394,5609803
ECU,IPI,82,6846,27264673
ECU,IPI,82,3905,15452177
ECU,IPI,82,10071,39187764
ECU,IPI,82,4338,16679901
ECU,IPI,82,2197,8764283
ECU,IPI,33,2210,8818422
ECU,IPI,11,257,1006725
ECU,IPI,11,23,89474
ECU,IPI,11,315,1234218
ECU,IPI,11,16340,66065255
ECU,IPI,11,36,137594
ECU,IPI,11,786,3181566
ECU,IPI,11,634,2533050
ECU,IPI,11,19610,78099274
ECU,IPI,11,431,1719161
ECU,IPI,11,990,3959911
ECU,IPI,11,802,3209928
ECU,IPI,11,25498,103040878
ECU,IPI,11,275,1101190
ECU,IPI,11,471,1814062
ECU,IPI,11,158,622195
ECU,IPI,11,726,2894447
ECU,IPI,11,45,176824
ECU,IPI,11,35,138614
ECU,IPI,11,4438,17179753
ECU,IPI,11,57,218659
ECU,IPI,11,8460,32966087
ECU,IPI,11,126,481120
ECU,IPI,11,997,4031709
ECU,IPI,11,63395,249828608
ECU,IPI,11,44769,178624170
ECU,IPI,11,1841,7447250
ECU,IPI,11,198,781845
ECU,IPI,11,630,2517000
ECU,IPI,11,3439,13660358
ECU,IPI,11,180,718119
ECU,IPI,11,240,957492
ECU,IPI,11,110142,434383797
ECU,IPI,11,2640,10381662
ECU,IPI,11,5498,21487691
ECU,IPI,11,35385,143141526
ECU,IPI,11,106,424642
ECU,IPI,11,1387,5368927
ECU,IPI,11,42,168337
ECU,IPI,11,303,1208834
ECU,IPI,11,2852,11406943
ECU,IPI,11,303,1208834
ECU,IPI,11,30,116269
ECU,IPI,11,7456,29693520
ECU,IPI,11,823,3328043
ECU,IPI,11,790,3151744
ECU,IPI,11,695,2708945
ECU,IPI,11,72484,288617866
ECU,IPI,11,68578,272288196
ECU,IPI,11,83252,331079996
ECU,IPI,11,2613,10447787
ECU,IPI,11,14,56296
ECU,IPI,11,9700,37979671
ECU,IPI,33,2780,10999793
ECU,IPI,33,2586,10123423
ECU,IPI,33,6617,25908714
ECU,IPI,33,57350,228231136
ECU,IPI,11,386,1512687
ECU,IPI,11,56,221649
ECU,IPI,33,266,1050797
ECU,IPI,33,1836,7341264
ECU,IPI,11,4181,16684592
ECU,IPI,33,57,227115
ECU,IPI,11,404,1615798
ECU,IPI,11,233,933252
ECU,IPI,11,329,1315150
ECU,IPI,33,2226,8506928
ECU,IPI,11,137,537359
ECU,IPI,11,1158,4631954
ECU,IPI,11,1367,5409287
ECU,IPI,11,8346,33243370
ECU,IPI,11,13092,52362137
ECU,IPI,11,2240,8863142
ECU,IPI,11,22280,88156257
ECU,IPI,11,1901,7600168
ECU,IPI,11,999,3974297
ECU,IPI,11,2695,10663073
ECU,IPI,11,5060,20231981
ECU,IPI,11,674,2695076
ECU,IPI,11,2487,9945334
ECU,IPI,11,217,866877
ECU,IPI,11,1924,7694693
ECU,IPI,11,2219,8872094
ECU,IPI,11,1957,7824124
ECU,IPI,11,13160,51661838
ECU,IPI,11,6119,24213037
ECU,IPI,11,1866,7462739
ECU,IPI,11,19605,74931290
ECU,IPI,11,5,19784
ECU,IPI,11,64,250778
ECU,IPI,11,300,1176867
ECU,IPI,11,127,497081
ECU,IPI,11,60,233662
ECU,IPI,11,154,613811
ECU,IPI,11,156,615355
ECU,IPI,13,4599,18389147
ECU,IPI,11,17,67463
ECU,IPI,33,3529,13486944
ECU,IPI,33,8709,33484989
ECU,IPI,33,12565,48311845
ECU,IPI,11,7268,28749358
ECU,IPI,11,2250,8998718
ECU,IPI,11,20925,79976396
ECU,IPI,11,2053,8209741
ECU,IPI,61,17270,66006077
ECU,IPI,61,6486,24791651
ECU,IPI,33,850,3400653
ECU,IPI,33,18090,72055184
ECU,IPI,33,17882,71500236
ECU,IPI,33,24111,95403564
ECU,IPI,33,42189,162879698
ECU,IPI,33,52219,200773556
ECU,IPI,33,10254,40433722
ECU,IPI,33,14249,56184077
ECU,IPI,33,1954,7704996
ECU,IPI,33,9389,37020005
ECU,IPI,33,12962,51109555
ECU,IPI,33,16495,64754712
ECU,IPI,33,248,993230
ECU,IPI,33,110924,430362369
ECU,IPI,33,8555,32892157
ECU,IPI,11,28349,113137457
ECU,IPI,11,18159,69404606
ECU,IPI,82,4140,16522243
ECU,IPI,33,3549,14013961
ECU,IPI,33,510,2013203
ECU,IPI,11,4097,16207636
ECU,IPI,11,16369,64754354
ECU,IPI,11,2858,11307171
ECU,IPI,11,5808,22199460
ECU,IPI,11,59169,226146724
ECU,IPI,11,17441,68468098
ECU,IPI,19,34991,135467456
ECU,IPI,19,644,2570866
ECU,IPI,19,14992,58041553
ECU,IPI,19,13282,50764506
ECU,IPI,11,13800,55192134
ECU,IPI,33,33537,128180588
ECU,IPI,11,2763,10558566
ECU,IPI,11,45738,182882131
ECU,IPI,11,147559,590016177
ECU,IPI,11,1710,6836253
ECU,IPI,33,800,3192917
ECU,IPI,11,8235,32928969
ECU,IPI,11,8304,31738303
ECU,IPI,11,410,1637830
ECU,IPI,11,81383,311049398
ECU,IPI,11,22412,89614606
ECU,IPI,11,62229,244295171
ECU,IPI,33,3605,13776923
ECU,IPI,33,8247,31518688
ECU,IPI,11,2063,8346745
ECU,IPI,11,47400,191743185
ECU,IPI,33,17112,68421703
ECU,IPI,61,31656,126576833
ECU,IPI,61,34892,139516011
ECU,IPI,33,1170,4581053
ECU,IPI,33,290,1135475
ECU,IPI,33,7625,29855154
ECU,IPI,33,312,1223572
ECU,IPI,33,145,567737
ECU,IPI,33,80,313234
ECU,IPI,33,125,489429
ECU,IPI,33,22,86139
ECU,IPI,33,398,1588439
ECU,IPI,33,1555,6202952
ECU,IPI,33,14277,56371924
ECU,IPI,33,13654,53913365
ECU,IPI,33,2620,10331133
ECU,IPI,33,7703,30374737
ECU,IPI,33,2639,10509940
ECU,IPI,33,7809,31105573
ECU,IPI,33,1227,4885373
ECU,IPI,33,1080,4228664
ECU,IPI,33,3419,13418052
ECU,IPI,33,80,313234
ECU,IPI,33,20295,79461772
ECU,IPI,33,33425,132256444
ECU,IPI,33,1746,6836341
ECU,IPI,33,13950,54620248
ECU,IPI,33,8654,33884131
ECU,IPI,11,9,34502
ECU,IPI,11,11691,46657099
ECU,IPI,11,577,2302378
ECU,IPI,11,26,102406
ECU,IPI,11,64,254618
ECU,IPI,11,52,206448
ECU,IPI,82,1041,4155863
ECU,IPI,11,315,1246893
ECU,IPI,11,32,127696
ECU,IPI,11,81,321217
ECU,IPI,11,90,356029
ECU,IPI,11,84,332294
ECU,IPI,11,263,1041979
ECU,IPI,11,26,100875
ECU,IPI,11,3036,12117429
ECU,IPI,11,708,2825743
ECU,IPI,11,865,3420452
ECU,IPI,11,213,841811
ECU,IPI,11,251,993203
ECU,IPI,11,388,1533299
ECU,IPI,11,800,3165495
ECU,IPI,11,1035,4128885
ECU,IPI,11,176,700599
ECU,IPI,11,336,1329967
ECU,IPI,11,200,791057
ECU,IPI,11,1493,5906406
ECU,IPI,11,274,1081933
ECU,IPI,11,114,450970
ECU,IPI,11,120,473164
ECU,IPI,11,1994,7883181
ECU,IPI,11,826,3256723
ECU,IPI,11,1019,4020446
ECU,IPI,11,1010,3996388
ECU,IPI,11,229,906292
ECU,IPI,11,159,628985
ECU,IPI,11,11407,45522731
ECU,IPI,11,7,26307
ECU,IPI,11,2093,8351036
ECU,IPI,11,52,206448
ECU,IPI,11,626,2496974
ECU,IPI,11,239,952503
ECU,IPI,11,429,1711888
ECU,IPI,11,67,266591
ECU,IPI,33,10440,41650902
ECU,IPI,11,84,334635
ECU,IPI,11,86,345091
ECU,IPI,11,20,81055
ECU,IPI,11,290,1158672
ECU,IPI,11,306,1220850
ECU,IPI,11,1153,4603001
ECU,IPI,11,2406,9679843
ECU,IPI,11,1830,7225828
ECU,IPI,11,2280,9002671
ECU,IPI,11,19624,78465161
ECU,IPI,11,1286,5072314
ECU,IPI,33,338,1325256
ECU,IPI,33,100,391543
ECU,IPI,11,5,19577
ECU,IPI,61,3166,12657683
ECU,IPI,61,14171,56663205
ECU,IPI,67,4,15288
ECU,IPI,11,2,7644
ECU,IPI,33,4,15288
ECU,IPI,11,15,59201
ECU,IPI,11,15,60471
ECU,IPI,33,69851,277607278
ECU,IPI,33,27614,109972158
ECU,IPI,33,28176,113357965
ECU,IPI,33,4650,18557592
ECU,IPI,33,2990,11932731
ECU,IPI,11,38140,151917341
ECU,IPI,11,1220,4868874
ECU,IPI,33,30003,114674419
ECU,IPI,33,5760,23031418
ECU,IPI,33,4554,18209215
ECU,IPI,11,6470,25287142
ECU,IPI,11,420,1677655
ECU,IPI,11,3307,13223512
ECU,IPI,11,4169,16670788
ECU,IPI,11,794,3176056
ECU,IPI,11,884,3533003
ECU,IPI,11,611,2444889
ECU,IPI,11,727,2907796
ECU,IPI,11,4456,17815681
ECU,IPI,11,981,3922498
ECU,IPI,11,271,1082317
ECU,IPI,11,4492,17962906
ECU,IPI,11,2118,8470004
ECU,IPI,11,277,1106068
ECU,IPI,11,118,472464
ECU,IPI,33,17712,68949580
ECU,IPI,82,8909,34883271
ECU,IPI,11,1760,6940640
ECU,IPI,11,7668,30235627
ECU,IPI,11,124,487713
ECU,IPI,11,54870,219398244
ECU,IPI,33,10248,40898538
ECU,IPI,33,25153,100609736
ECU,IPI,33,28557,114227150
ECU,IPI,11,151557,606125501
ECU,IPI,82,1092,4286352
ECU,IPI,82,7821,31197690
ECU,IPI,82,2596,10470235
ECU,IPI,82,33514,133352864
ECU,IPI,82,3182,12300089
ECU,IPI,82,1961,7897388
ECU,IPI,82,5237,20953185
ECU,IPI,82,7420,29653894
ECU,IPI,82,585,2341080
ECU,IPI,82,110,444243
ECU,IPI,82,19614,78270478
ECU,IPI,82,4222,16927166
ECU,IPI,82,2536,9961155
ECU,IPI,82,4762,18803893
ECU,IPI,82,261,1050697
ECU,IPI,82,1220,4918406
ECU,IPI,82,3131,12518256
ECU,IPI,82,4564,18335025
ECU,IPI,82,5333,21362592
ECU,IPI,82,408,1650612
ECU,IPI,82,13861,55469490
ECU,IPI,82,4496,18084306
ECU,IPI,82,4632,18530446
ECU,IPI,82,142,565880
ECU,IPI,82,1069,4275995
ECU,IPI,82,25345,100952937
ECU,IPI,82,28875,114950386
ECU,IPI,82,41745,165503066
ECU,IPI,82,1645,6550338
ECU,IPI,82,2069,8338271
ECU,IPI,82,264,1062423
ECU,IPI,82,46829,185604857
ECU,IPI,82,918,3663520
ECU,IPI,82,280,1118525
ECU,IPI,82,1183,4729358
ECU,IPI,82,4357,17343491
ECU,IPI,82,2028,8064622
ECU,IPI,82,3657,14739678
ECU,IPI,33,6960,27997357
ECU,IPI,33,1641839,6480092991
ECU,IPI,33,2016,8020790
ECU,IPI,33,15473,61589165
ECU,IPI,33,8007,31972108
ECU,IPI,33,44533,177957995
ECU,IPI,33,2343,9360308
ECU,IPI,33,1806,7204702
ECU,IPI,33,100358,395103727
ECU,IPI,33,169902,677887469
ECU,IPI,33,27773,110924441
ECU,IPI,33,56143,223586904
ECU,IPI,33,786,3075773
ECU,IPI,11,173,682265
ECU,IPI,11,124,496055
ECU,IPI,11,275,1107359
ECU,IPI,11,643,2581867
ECU,IPI,11,3410,13202764
ECU,IPI,11,10341,41003284
ECU,IPI,11,3566,14213404
ECU,IPI,11,873,3402145
ECU,IPI,11,3240,12595194
ECU,IPI,11,1444,5624430
ECU,IPI,11,161,634799
ECU,IPI,11,19,74090
ECU,IPI,11,14855,58868922
ECU,IPI,11,11141,44053245
ECU,IPI,11,113,451905
ECU,IPI,11,1146,4538859
ECU,IPI,11,1161,4629165
ECU,IPI,11,42,167631
ECU,IPI,11,3896,15461343
ECU,IPI,11,377,1478497
ECU,IPI,11,2468,9574831
ECU,IPI,11,3338,13225053
ECU,IPI,11,2908,11435578
ECU,IPI,11,16393,65716162
ECU,IPI,11,9885,39301096
ECU,IPI,11,9767,38566777
ECU,IPI,11,1174,4585581
ECU,IPI,11,6392,25286150
ECU,IPI,11,14398,57217637
ECU,IPI,11,70,280935
ECU,IPI,11,70396,280193972
ECU,IPI,33,18557,74216623
ECU,IPI,33,2252,9062079
ECU,IPI,11,2160,8617428
ECU,IPI,11,19462,77350903
ECU,IPI,33,308804,1221394153
ECU,IPI,33,29110,117756354
ECU,IPI,33,324065,1283972176
ECU,IPI,33,181314,722389493
ECU,IPI,33,22250,88999283
ECU,IPI,33,1551,6177029
ECU,IPI,33,3223,12837692
ECU,IPI,33,5360,21133852
ECU,IPI,33,22279,88647133
ECU,IPI,33,380,1516667
ECU,IPI,33,5533,22013904
ECU,IPI,33,8409,33302963
ECU,IPI,33,244930,985406475
ECU,IPI,33,54491,217187910
ECU,IPI,33,6349,25395069
ECU,IPI,33,12602,50405186
ECU,IPI,33,42920,170956798
ECU,IPI,33,8310,33151565
ECU,IPI,33,3785,15101085
ECU,IPI,33,328,1294576
ECU,IPI,33,2172,8688724
ECU,IPI,33,46660,187710164
ECU,IPI,33,570,2206726
ECU,IPI,33,29485,117269187
ECU,IPI,33,70469,281166639
ECU,IPI,33,20908,82709895
ECU,IPI,11,3640,14496300
ECU,IPI,11,121915,482388395
ECU,IPI,11,15473,61720990
ECU,IPI,11,66720,266310531
ECU,IPI,11,2880,11396972
ECU,IPI,11,2273,9052222
ECU,IPI,11,1085,4341262
ECU,IPI,11,311,1194390
ECU,IPI,11,34933,139310474
ECU,IPI,33,5546,22134378
ECU,IPI,33,44124,176033508
ECU,IPI,33,104,413277
ECU,IPI,11,36433,145400569
ECU,IPI,82,904,3540919
ECU,IPI,11,4820,18872373
ECU,IPI,11,222,885720
ECU,IPI,11,127,488368
ECU,IPI,33,12088,48352512
ECU,IPI,82,7,26900
ECU,IPI,82,448,1769689
ECU,IPI,82,78,314225
ECU,IPI,82,256,1029620
ECU,IPI,82,58434,232751387
ECU,IPI,82,8000,31988080
ECU,IPI,82,270,1036945
ECU,IPI,82,18437,72812433
ECU,IPI,82,914,3581784
ECU,IPI,82,131,524804
ECU,IPI,82,447,1752738
ECU,IPI,82,5000,19224050
ECU,IPI,82,2770,10915616
ECU,IPI,82,83,335475
ECU,IPI,82,1052,4241593
ECU,IPI,82,99,395213
ECU,IPI,33,16257,65762332
ECU,IPI,33,2646,10702236
ECU,IPI,33,1472,5954564
ECU,IPI,82,25424,100318110
ECU,IPI,33,23685,93483927
ECU,IPI,33,640,2561945
ECU,IPI,11,2070,8193767
ECU,IPI,11,1971,7882942
ECU,IPI,11,161,644108
ECU,IPI,11,2207,8725872
ECU,IPI,11,561,2207558
ECU,IPI,11,2923,11493859
ECU,IPI,11,7383,29133158
ECU,IPI,11,1231,4740544
ECU,IPI,11,9,37242
ECU,IPI,11,8795,34912520
ECU,IPI,11,535,2109000
ECU,IPI,11,960,3855309
ECU,IPI,11,281,1123998
ECU,IPI,11,965,3794831
ECU,IPI,11,1601,6296548
ECU,IPI,11,2954,11649296
ECU,IPI,11,1110,4489830
ECU,IPI,11,2647,10600702
ECU,IPI,11,541,2187331
ECU,IPI,11,3717,14475314
ECU,IPI,11,74,295970
ECU,IPI,11,292,1180759
ECU,IPI,11,3796,14737525
ECU,IPI,11,1387,5453283
ECU,IPI,11,16050,63723585
ECU,IPI,11,1588,6243970
ECU,IPI,11,10510,41865403
ECU,IPI,11,136,541798
ECU,IPI,11,3443,13546044
ECU,IPI,11,284,1093003
ECU,IPI,11,4796,18733711
ECU,IPI,11,482,1925762
ECU,IPI,11,324,1275418
ECU,IPI,11,3950,15598295
ECU,IPI,11,73,286096
ECU,IPI,19,26873,106330645
ECU,IPI,82,177695,708081707
ECU,IPI,11,73645,292887916
ECU,IPI,11,902,3594434
ECU,IPI,11,2874,11446976
ECU,IPI,11,9999,39829190
ECU,IPI,11,860,3423717
ECU,IPI,33,9125,36346284
ECU,IPI,33,2756,10975770
ECU,IPI,11,492,1963617
ECU,IPI,11,739,2943864
ECU,IPI,11,9810,39074702
ECU,IPI,11,2581,10280510
ECU,IPI,33,230,916841
ECU,IPI,11,51442,206961969
ECU,IPI,11,2647,10541678
ECU,IPI,11,1080,4301802
ECU,IPI,11,54115,206828707
ECU,IPI,11,5040,19804491
ECU,IPI,11,883,3529285
ECU,IPI,33,524671,2075995485
ECU,IPI,11,171,682213
ECU,IPI,11,8187,32663802
ECU,IPI,11,976,3895716
ECU,IPI,11,6250,24990688
ECU,IPI,11,2445,9753373
ECU,IPI,11,2690,10731131
ECU,IPI,11,922,3677049
